fromNode	toNode	weight	direction	fromAltName	toAltName
UBE2C	HMGA2	0.0668455808337952	undirected	NA	NA
UBE2C	KIF23	0.231114201382444	undirected	NA	NA
UBE2C	FOXM1	0.227523623448788	undirected	NA	NA
UBE2C	AUNIP	0.258777205841219	undirected	NA	NA
UBE2C	OIP5	0.208216764731088	undirected	NA	NA
UBE2C	ZMAT1	0.0590998442885025	undirected	NA	NA
UBE2C	KIF20A	0.248298333022315	undirected	NA	NA
UBE2C	DSG3	0.0351675068896997	undirected	NA	NA
UBE2C	CDCA3	0.225960110798269	undirected	NA	NA
UBE2C	TSPOAP1	0.0377841603445915	undirected	NA	NA
UBE2C	BTNL9	0.0420443335723849	undirected	NA	NA
UBE2C	CDKN3	0.287611205490237	undirected	NA	NA
UBE2C	PTPRN2	0.0251890992332886	undirected	NA	NA
UBE2C	ARX	0.0347726422286627	undirected	NA	NA
UBE2C	FAM189A1	0.0308146801524357	undirected	NA	NA
UBE2C	EREG	0.0301404316093011	undirected	NA	NA
UBE2C	UBE2S	0.136182537730809	undirected	NA	NA
UBE2C	BCAR3	0.0548282406980124	undirected	NA	NA
UBE2C	CHD5	0.0626694868879529	undirected	NA	NA
UBE2C	ULBP2	0.0716459639546901	undirected	NA	NA
SAPCD2	CENPF	0.0907430655097046	undirected	NA	NA
SAPCD2	UBE2T	0.0993952579696052	undirected	NA	NA
SAPCD2	ECT2	0.0609713443647207	undirected	NA	NA
SAPCD2	CDC25C	0.105162743935784	undirected	NA	NA
SAPCD2	CEP55	0.10571896918536	undirected	NA	NA
SAPCD2	TP73	0.0790581519409072	undirected	NA	NA
SAPCD2	PBK	0.102186760004069	undirected	NA	NA
SAPCD2	KIF4A	0.10654600662608	undirected	NA	NA
SAPCD2	CKS1B	0.0681800043797345	undirected	NA	NA
SAPCD2	SPC25	0.0926737717158401	undirected	NA	NA
SAPCD2	MELK	0.104751133651302	undirected	NA	NA
SAPCD2	TPX2	0.107672523517942	undirected	NA	NA
SAPCD2	CDK1	0.110177264045553	undirected	NA	NA
SAPCD2	FAM83D	0.0523468227184755	undirected	NA	NA
SAPCD2	CDC6	0.110234350431733	undirected	NA	NA
SAPCD2	AURKA	0.114250148086137	undirected	NA	NA
SAPCD2	RIBC2	0.0376145414025167	undirected	NA	NA
SAPCD2	SKA3	0.104835647329743	undirected	NA	NA
SAPCD2	S100A2	0.0439786196419291	undirected	NA	NA
SAPCD2	ANLN	0.0721651806340212	undirected	NA	NA
SAPCD2	PLK1	0.106373400761527	undirected	NA	NA
SAPCD2	KIF14	0.0828464907465985	undirected	NA	NA
SAPCD2	DTL	0.103184471827582	undirected	NA	NA
SAPCD2	HRASLS2	0.0458971293225782	undirected	NA	NA
SAPCD2	CCNB1	0.111755458693673	undirected	NA	NA
SAPCD2	CDC45	0.117880874248286	undirected	NA	NA
SAPCD2	CDC20	0.120390996524097	undirected	NA	NA
SAPCD2	E2F1	0.117470422610203	undirected	NA	NA
SAPCD2	POC1A	0.101974342878415	undirected	NA	NA
SAPCD2	CHEK1	0.10651131217132	undirected	NA	NA
SAPCD2	TTK	0.110963309193634	undirected	NA	NA
SAPCD2	PTTG1	0.124104390559164	undirected	NA	NA
SAPCD2	GPSM2	0.0634042706415811	undirected	NA	NA
SAPCD2	CRTAC1	0.0209340280849078	undirected	NA	NA
SAPCD2	PRC1	0.102437338863825	undirected	NA	NA
SAPCD2	IL20RB	0.0239643383022914	undirected	NA	NA
SAPCD2	DLGAP5	0.109734610791387	undirected	NA	NA
SAPCD2	KIF18A	0.10072606466357	undirected	NA	NA
SAPCD2	TOP2A	0.0969697267005511	undirected	NA	NA
SAPCD2	KRT6A	0.0214067299273189	undirected	NA	NA
SAPCD2	CCNE1	0.103709894585917	undirected	NA	NA
SAPCD2	DEPDC1B	0.0834219636859586	undirected	NA	NA
SAPCD2	CKS2	0.109855528151426	undirected	NA	NA
SAPCD2	TRIP13	0.106752779956718	undirected	NA	NA
SAPCD2	GJB5	0.0357834733865001	undirected	NA	NA
SAPCD2	KLK6	0.0320071988290279	undirected	NA	NA
SAPCD2	DIAPH3	0.0854119470024915	undirected	NA	NA
SAPCD2	HMGA2	0.0314457957573565	undirected	NA	NA
SAPCD2	KIF23	0.102358007874953	undirected	NA	NA
SAPCD2	FOXM1	0.101946238811195	undirected	NA	NA
SAPCD2	AUNIP	0.120149080877043	undirected	NA	NA
SAPCD2	OIP5	0.113552938385451	undirected	NA	NA
SAPCD2	ZMAT1	0.0419878950891884	undirected	NA	NA
SAPCD2	KIF20A	0.108651016872011	undirected	NA	NA
SAPCD2	CDCA3	0.111479240460561	undirected	NA	NA
SAPCD2	TSPOAP1	0.0200846262555293	undirected	NA	NA
SAPCD2	BTNL9	0.0214402022988392	undirected	NA	NA
SAPCD2	CDKN3	0.126587080462425	undirected	NA	NA
SAPCD2	ARX	0.0210325453450364	undirected	NA	NA
SAPCD2	FAM189A1	0.0221767612442231	undirected	NA	NA
SAPCD2	UBE2S	0.0861552320666945	undirected	NA	NA
SAPCD2	BCAR3	0.0308128303698955	undirected	NA	NA
SAPCD2	CHD5	0.037404616044285	undirected	NA	NA
SAPCD2	ULBP2	0.0359440217828768	undirected	NA	NA
CENPF	UBE2T	0.165642498082018	undirected	NA	NA
CENPF	ECT2	0.151036974167314	undirected	NA	NA
CENPF	CDC25C	0.207989497264034	undirected	NA	NA
CENPF	CEP55	0.255564166798122	undirected	NA	NA
CENPF	TP73	0.0847627012948663	undirected	NA	NA
CENPF	PBK	0.2039033138916	undirected	NA	NA
CENPF	KIF4A	0.270223279002255	undirected	NA	NA
CENPF	CKS1B	0.0963372361196281	undirected	NA	NA
CENPF	SPC25	0.166869597973347	undirected	NA	NA
CENPF	MELK	0.221517361623571	undirected	NA	NA
CENPF	TPX2	0.283234989112549	undirected	NA	NA
CENPF	CDK1	0.236348751026065	undirected	NA	NA
CENPF	FAM83D	0.112457755754388	undirected	NA	NA
CENPF	CDC6	0.216986986482611	undirected	NA	NA
CENPF	AURKA	0.242125333345755	undirected	NA	NA
CENPF	RIBC2	0.0666737520908339	undirected	NA	NA
CENPF	SKA3	0.207359069013319	undirected	NA	NA
CENPF	S100A2	0.0544292355805056	undirected	NA	NA
CENPF	ANLN	0.202127926627644	undirected	NA	NA
CENPF	PLK1	0.201388797360444	undirected	NA	NA
CENPF	KIF14	0.248395716273455	undirected	NA	NA
CENPF	DTL	0.263718138344762	undirected	NA	NA
CENPF	HRASLS2	0.0433511362788995	undirected	NA	NA
CENPF	CCNB1	0.204718570368099	undirected	NA	NA
CENPF	CDC45	0.194674900102654	undirected	NA	NA
CENPF	CDC20	0.185624306081256	undirected	NA	NA
CENPF	E2F1	0.165781910743627	undirected	NA	NA
CENPF	POC1A	0.119145220444435	undirected	NA	NA
CENPF	CHEK1	0.225050039391603	undirected	NA	NA
CENPF	TTK	0.27429988767216	undirected	NA	NA
CENPF	PTTG1	0.178756146036374	undirected	NA	NA
CENPF	GPSM2	0.155617303810983	undirected	NA	NA
CENPF	CRTAC1	0.0251177186368524	undirected	NA	NA
CENPF	PRC1	0.222072362396992	undirected	NA	NA
CENPF	IL20RB	0.0320440197763036	undirected	NA	NA
CENPF	DLGAP5	0.241783183021625	undirected	NA	NA
CENPF	KIF18A	0.255692656423414	undirected	NA	NA
CENPF	TOP2A	0.269839757865224	undirected	NA	NA
CENPF	KRT6A	0.039603516567646	undirected	NA	NA
CENPF	CCNE1	0.151492399621456	undirected	NA	NA
CENPF	DEPDC1B	0.166513058775723	undirected	NA	NA
CENPF	CKS2	0.157856832682713	undirected	NA	NA
CENPF	TRIP13	0.217058399791227	undirected	NA	NA
CENPF	GJB5	0.033186884695419	undirected	NA	NA
CENPF	KLK6	0.0450806463967687	undirected	NA	NA
CENPF	ANXA8	0.0204404403319454	undirected	NA	NA
CENPF	DIAPH3	0.233504838092475	undirected	NA	NA
CENPF	HMGA2	0.0632521088323563	undirected	NA	NA
CENPF	KIF23	0.254157623481848	undirected	NA	NA
CENPF	FOXM1	0.233400778336079	undirected	NA	NA
CENPF	AUNIP	0.227980126208486	undirected	NA	NA
CENPF	OIP5	0.161615921522543	undirected	NA	NA
CENPF	ZMAT1	0.0458705093602695	undirected	NA	NA
CENPF	KIF20A	0.256996335547856	undirected	NA	NA
CENPF	DSG3	0.029631952302405	undirected	NA	NA
CENPF	CDCA3	0.155964056135455	undirected	NA	NA
CENPF	TSPOAP1	0.0444033166166913	undirected	NA	NA
CENPF	BTNL9	0.0415071411158741	undirected	NA	NA
CENPF	CDKN3	0.239928991853176	undirected	NA	NA
CENPF	PTPRN2	0.0208625965869839	undirected	NA	NA
CENPF	ARX	0.0312606934863649	undirected	NA	NA
CENPF	FAM189A1	0.0261572377382816	undirected	NA	NA
CENPF	PCSK1N	0.0283045627550603	undirected	NA	NA
CENPF	EREG	0.0287075214244138	undirected	NA	NA
CENPF	UBE2S	0.0599047201558599	undirected	NA	NA
CENPF	BCAR3	0.0452769519681491	undirected	NA	NA
CENPF	CHD5	0.0512532527611655	undirected	NA	NA
CENPF	ULBP2	0.0450882020312149	undirected	NA	NA
LY6D	CDC25C	0.0216384830479476	undirected	NA	NA
LY6D	KIF4A	0.0221905268196464	undirected	NA	NA
LY6D	TPX2	0.0262013952432967	undirected	NA	NA
LY6D	S100A2	0.0305958611463272	undirected	NA	NA
LY6D	PLK1	0.023288610722095	undirected	NA	NA
LY6D	CCNB1	0.0216431855691439	undirected	NA	NA
LY6D	CDC20	0.0264610163467324	undirected	NA	NA
LY6D	POC1A	0.020612514500122	undirected	NA	NA
LY6D	DLGAP5	0.0202063227446854	undirected	NA	NA
LY6D	KRT6A	0.0453958346893697	undirected	NA	NA
LY6D	ANXA8	0.0503325918761297	undirected	NA	NA
LY6D	BCAR3	0.0238953771339143	undirected	NA	NA
UBE2T	ECT2	0.0969991179189554	undirected	NA	NA
UBE2T	CDC25C	0.173507160983425	undirected	NA	NA
UBE2T	CEP55	0.178578383999253	undirected	NA	NA
UBE2T	TP73	0.0897723148346529	undirected	NA	NA
UBE2T	PBK	0.16810120472351	undirected	NA	NA
UBE2T	KIF4A	0.184877033304626	undirected	NA	NA
UBE2T	CKS1B	0.102758282443763	undirected	NA	NA
UBE2T	SPC25	0.166377836146428	undirected	NA	NA
UBE2T	MELK	0.177606857547605	undirected	NA	NA
UBE2T	TPX2	0.200989777735856	undirected	NA	NA
UBE2T	CDK1	0.180729583239609	undirected	NA	NA
UBE2T	FAM83D	0.0803254753463865	undirected	NA	NA
UBE2T	CDC6	0.189656546957118	undirected	NA	NA
UBE2T	AURKA	0.190928095385076	undirected	NA	NA
UBE2T	RIBC2	0.0625209802851465	undirected	NA	NA
UBE2T	SKA3	0.165113359158188	undirected	NA	NA
UBE2T	S100A2	0.0553700491143669	undirected	NA	NA
UBE2T	ANLN	0.120094132318311	undirected	NA	NA
UBE2T	PLK1	0.168641957012628	undirected	NA	NA
UBE2T	KIF14	0.160135935162536	undirected	NA	NA
UBE2T	DTL	0.20345983416685	undirected	NA	NA
UBE2T	HRASLS2	0.04497078490811	undirected	NA	NA
UBE2T	CCNB1	0.17779489505827	undirected	NA	NA
UBE2T	CDC45	0.188800852105854	undirected	NA	NA
UBE2T	CDC20	0.177295113131529	undirected	NA	NA
UBE2T	E2F1	0.174657208322464	undirected	NA	NA
UBE2T	POC1A	0.126653954537455	undirected	NA	NA
UBE2T	CHEK1	0.184923346118534	undirected	NA	NA
UBE2T	TTK	0.199323826118449	undirected	NA	NA
UBE2T	PTTG1	0.188431803523469	undirected	NA	NA
UBE2T	GPSM2	0.0974688467922822	undirected	NA	NA
UBE2T	CRTAC1	0.0251863827331528	undirected	NA	NA
UBE2T	PRC1	0.171392860562362	undirected	NA	NA
UBE2T	IL20RB	0.0292284351827284	undirected	NA	NA
UBE2T	DLGAP5	0.183059254344925	undirected	NA	NA
UBE2T	KIF18A	0.178383173499004	undirected	NA	NA
UBE2T	TOP2A	0.181256854602527	undirected	NA	NA
UBE2T	KRT6A	0.0299180243722906	undirected	NA	NA
UBE2T	CCNE1	0.154255621925292	undirected	NA	NA
UBE2T	DEPDC1B	0.132118671748889	undirected	NA	NA
UBE2T	CKS2	0.164060531680151	undirected	NA	NA
UBE2T	TRIP13	0.177083422137479	undirected	NA	NA
UBE2T	GJB5	0.034806670450833	undirected	NA	NA
UBE2T	KLK6	0.0401580460342393	undirected	NA	NA
UBE2T	DIAPH3	0.152674874771853	undirected	NA	NA
UBE2T	HMGA2	0.0441654174726141	undirected	NA	NA
UBE2T	KIF23	0.178336816411167	undirected	NA	NA
UBE2T	FOXM1	0.173810433695312	undirected	NA	NA
UBE2T	AUNIP	0.190611477691465	undirected	NA	NA
UBE2T	OIP5	0.163018655016378	undirected	NA	NA
UBE2T	ZMAT1	0.0493389228397349	undirected	NA	NA
UBE2T	KIF20A	0.189633730571523	undirected	NA	NA
UBE2T	DSG3	0.0231982098825508	undirected	NA	NA
UBE2T	CDCA3	0.165273466278655	undirected	NA	NA
UBE2T	TSPOAP1	0.0331675563255444	undirected	NA	NA
UBE2T	BTNL9	0.0300779176034707	undirected	NA	NA
UBE2T	CDKN3	0.213353063270628	undirected	NA	NA
UBE2T	ARX	0.0245266755906038	undirected	NA	NA
UBE2T	FAM189A1	0.023858368226179	undirected	NA	NA
UBE2T	UBE2S	0.0955066109555199	undirected	NA	NA
UBE2T	BCAR3	0.0303313733793185	undirected	NA	NA
UBE2T	CHD5	0.0469691033951013	undirected	NA	NA
UBE2T	ULBP2	0.0462540628500565	undirected	NA	NA
ECT2	CDC25C	0.130066735652968	undirected	NA	NA
ECT2	CEP55	0.166975021596863	undirected	NA	NA
ECT2	TP73	0.0471495955688027	undirected	NA	NA
ECT2	PBK	0.110832356880473	undirected	NA	NA
ECT2	KIF4A	0.176021441775028	undirected	NA	NA
ECT2	CKS1B	0.063779385099125	undirected	NA	NA
ECT2	SPC25	0.081785393397135	undirected	NA	NA
ECT2	MELK	0.118671998948436	undirected	NA	NA
ECT2	TPX2	0.183105684400345	undirected	NA	NA
ECT2	CDK1	0.149918993986307	undirected	NA	NA
ECT2	FAM83D	0.0728931586712265	undirected	NA	NA
ECT2	CDC6	0.114673390448116	undirected	NA	NA
ECT2	AURKA	0.154663226430262	undirected	NA	NA
ECT2	RIBC2	0.0331356576119239	undirected	NA	NA
ECT2	SKA3	0.127638662354202	undirected	NA	NA
ECT2	S100A2	0.0326656714339508	undirected	NA	NA
ECT2	ANLN	0.154530523299144	undirected	NA	NA
ECT2	PLK1	0.126957147318161	undirected	NA	NA
ECT2	KIF14	0.133029164217277	undirected	NA	NA
ECT2	DTL	0.130980976028267	undirected	NA	NA
ECT2	HRASLS2	0.0285016455404824	undirected	NA	NA
ECT2	CCNB1	0.123785419561569	undirected	NA	NA
